No,Message,Emotion,Feeling,,
8731,"Tweet #25:  liv saw endgame ⍟ tweeted ""  jronrescue: since im still depressed from #AvengersEndgame i present to you tumblr text posts, marvel edition""",depressed,sad,"  jronrescue: since im still depressed from #AvengersEndgame i present to you tumblr text posts, marvel edition",depressed
8732,"Tweet #26:  George Lewin Ceasar tweeted ""That guy Pete must be really depressed, everyone claims they do things for his sake and yet they keep robbing him to pay Paul. Like how's that fair?  causticbob""",depressed,sad,"That guy Pete must be really depressed, everyone claims they do things for his sake and yet they keep robbing him to pay Paul. Like how's that fair?  causticbob",depressed
8733,"Tweet #27:  Peter Sarmas tweeted ""  HarrisPaners:  hughriminton Many propey markets in Australia (e.g Peh, Ryde) are depressed. Prices falling & an oversupply of lis…""",depressed,sad,"  HarrisPaners:  hughriminton Many propey markets in Australia (e.g Peh, Ryde) are depressed. Prices falling & an oversupply of lis…",depressed
8734,"Tweet #28:  Sugar. tweeted ""Ever miss yourself? The person you were before you became depressed? Before you sta hating yourself? Before you wanted to die? I do.""",depressed,sad,Ever miss yourself? The person you were before you became depressed? Before you sta hating yourself? Before you wanted to die? I do.,depressed
8735,"Tweet #29:  Pramod Kohli tweeted ""  suchetadalal: So depressed today!! No judicial or regulatory process makes any sense. Govts running their election based agenda, corrup…""",depressed,sad,"  suchetadalal: So depressed today!! No judicial or regulatory process makes any sense. Govts running their election based agenda, corrup…",depressed
8736,"Tweet #30:  víctorem tweeted ""  itsnisrin: My bestfriend and I are depressed. https://t.co/9XEVrPe0XQ""",depressed,sad,  itsnisrin: My bestfriend and I are depressed. https://t.co/9XEVrPe0XQ,depressed
8737,"Tweet #31:  Christian Manasco tweeted ""  MrBeastYT: I’m going give someone random who retweets this tweet $10,000 because it’s my bihday and I feel like being nice ☺️ (you ha…""",depressed,sad,"  MrBeastYT: I’m going give someone random who retweets this tweet $10,000 because it’s my bihday and I feel like being nice ☺️ (you ha…",depressed
8738,"Tweet #32:  Kennomie tweeted ""  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…""",depressed,sad,  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…,depressed
8739,"Tweet #33:  Jose tweeted ""  nowthisnews: ‘If you’re depressed, if you’re anxious, you’re not crazy. You’re a human being with unmet needs.’ #MHM2019 https://t.co/N…""",depressed,sad,"  nowthisnews: ‘If you’re depressed, if you’re anxious, you’re not crazy. You’re a human being with unmet needs.’ #MHM2019 https://t.co/N…",depressed
8740,"Tweet #34:  Sunnie Burningham tweeted ""This is your reminder from Aggie Crowmwell that ghosts are actually very depressed creatures""",depressed,sad,This is your reminder from Aggie Crowmwell that ghosts are actually very depressed creatures,depressed
8741,"Tweet #35:  d 🕊 tweeted ""depressed and fat 😘✌️""",depressed,sad,depressed and fat 😘✌️,depressed
8742,"Tweet #36:  세그 tweeted ""  deckybi: 현장 소음 왜 커져야만 했을까요? 경찰 바리케이트 왜 쳐져야만 했을까요? https://t.co/rUEQLVV8ji""",depressed,sad,  deckybi: 현장 소음 왜 커져야만 했을까요? 경찰 바리케이트 왜 쳐져야만 했을까요? https://t.co/rUEQLVV8ji,depressed
8743,"Tweet #37:  Seasons - Weather 🌪 tweeted ""  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…""",depressed,sad,  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…,depressed
8744,"Tweet #38:  Hussein Shaarawy tweeted ""  DisorderSad: Please do NOT date someone with depression or anxiety or any mental illness and expect the illness to go away. Don’t say “…""",depressed,sad,  DisorderSad: Please do NOT date someone with depression or anxiety or any mental illness and expect the illness to go away. Don’t say “…,depressed
8745,"Tweet #39:  Mur Lowe tweeted ""  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…""",depressed,sad,  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…,depressed
8746,"Tweet #40:  sfea tweeted ""  itsnisrin: My bestfriend and I are depressed. https://t.co/9XEVrPe0XQ""",depressed,sad,  itsnisrin: My bestfriend and I are depressed. https://t.co/9XEVrPe0XQ,depressed
8747,"Tweet #41:  ShuNkY💸GvnG 🌌 tweeted "" trilluminastyy  bapcattt Não queria mmo dizer depressed petaz 💞""",depressed,sad, trilluminastyy  bapcattt Não queria mmo dizer depressed petaz 💞,depressed
8748,"Tweet #42:  MAL ⚽️ tweeted ""  _varabia_: when i’m depressed i just look back at this https://t.co/S30zvRuyFf""",depressed,sad,  _varabia_: when i’m depressed i just look back at this https://t.co/S30zvRuyFf,depressed
8749,"Tweet #43:  Dan Caer tweeted ""  saraellyssx:  syeerazak  blxcknicotine And anxiety attacks or any mental illness does not mean your iman is low. Nabi Muhammad (PBUH) f…""",depressed,sad,  saraellyssx:  syeerazak  blxcknicotine And anxiety attacks or any mental illness does not mean your iman is low. Nabi Muhammad (PBUH) f…,depressed
8750,"Tweet #44:  🇨🇿Paul Otim 🇺🇬 tweeted ""I feel depressed. City are gonna do the domestic treble. Liverpool are gonna win Champions League. And my club is a fucking mess!""",depressed,sad,I feel depressed. City are gonna do the domestic treble. Liverpool are gonna win Champions League. And my club is a fucking mess!,depressed
8751,"Tweet #45:  세그 tweeted ""  les_potato: 미성년 VOD 나왔네 얘들아.. https://t.co/Angc3Ejg6D""",depressed,sad,  les_potato: 미성년 VOD 나왔네 얘들아.. https://t.co/Angc3Ejg6D,depressed
8752,"Tweet #46:  صلى tweeted ""  _DeshanaB: If you never go through postpaum God bless you that’s wonderful but don’t ever think that somebody else can’t go through i…""",depressed,sad,  _DeshanaB: If you never go through postpaum God bless you that’s wonderful but don’t ever think that somebody else can’t go through i…,depressed
8753,"Tweet #47:  Edwige 🇨🇩 tweeted ""  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…""",depressed,sad,  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…,depressed
8754,"Tweet #48:  𝔻𝕖𝕝𝕖𝕟𝕒 🐍 saw endgame tweeted "" spideynebula  COSMlCLOKI You’re not wrong but Thor actually was depressed because of Thanos. I didn’t like at all how they porayed him as a fool for the whole movie but I’m far from saying he didn’t deserve to kill Thanos. Nebula deserved it too but I don’t think Thor did it just for comedy.""",depressed,sad, spideynebula  COSMlCLOKI You’re not wrong but Thor actually was depressed because of Thanos. I didn’t like at all how they porayed him as a fool for the whole movie but I’m far from saying he didn’t deserve to kill Thanos. Nebula deserved it too but I don’t think Thor did it just for comedy.,depressed
8755,"Tweet #49:  Debora🇳🇬 tweeted ""  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…""",depressed,sad,  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…,depressed
8756,"Tweet #50:  Nicole Nance tweeted ""  jacobparker199: Idk if I’m depressed,mad,sad or happy""",depressed,sad,"  jacobparker199: Idk if I’m depressed,mad,sad or happy",depressed
8757,"Tweet #51:  Iita tweeted ""  ThatGuyHaf: Telling a depressed person to be happy because they are loved is like telling someone with asthma to breathe because there…""",depressed,sad,  ThatGuyHaf: Telling a depressed person to be happy because they are loved is like telling someone with asthma to breathe because there…,depressed
8758,"Tweet #52:  Teresa🌎☄️Family Doesn't End✨ tweeted ""How similar are we? 10% Cusp10% Charity10% SPN  10% Writer10% Aist10% DeanCas/Sabriel stan 10% depressed/AKF 10% fic/poetry lover 10% GISH 10% empathic""",depressed,sad,How similar are we? 10% Cusp10% Charity10% SPN  10% Writer10% Aist10% DeanCas/Sabriel stan 10% depressed/AKF 10% fic/poetry lover 10% GISH 10% empathic,depressed
8759,"Tweet #53:  Erric Pitts tweeted ""  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…""",depressed,sad,  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…,depressed
8760,"Tweet #54:  eh rapido? tweeted ""  itsnisrin: My bestfriend and I are depressed. https://t.co/9XEVrPe0XQ""",depressed,sad,  itsnisrin: My bestfriend and I are depressed. https://t.co/9XEVrPe0XQ,depressed
8761,"Tweet #55:  shammm tweeted ""  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…""",depressed,sad,  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…,depressed
8762,"Tweet #56:  Kwestennn 💙 tweeted ""  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…""",depressed,sad,  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…,depressed
8763,"Tweet #57:  ★彡کشمیر کی جان彡★ tweeted ""  _AsHZaiB_: ~There is nothing beloved to shaytaan than a depressed believer~   #RamadanKareem https://t.co/ccd0mrRCJX""",depressed,sad,  _AsHZaiB_: ~There is nothing beloved to shaytaan than a depressed believer~   #RamadanKareem https://t.co/ccd0mrRCJX,depressed
8764,"Tweet #58:  steph tweeted ""  FCNazalona: I’m so fucking sad and depressed""",depressed,sad,  FCNazalona: I’m so fucking sad and depressed,depressed
8765,"Tweet #59:  LenLen🌸 tweeted ""Ang hirap magbigay ng advice sa taong depressed pati ako nalulungkot huhu""",depressed,sad,Ang hirap magbigay ng advice sa taong depressed pati ako nalulungkot huhu,depressed
8766,"Tweet #60:  Roach tweeted ""Which depressed bitch went out today and is working on functioning? It me. Here’s a picture of my pothos plant, he’s also depressed but that’s because it’s cold. https://t.co/X3NrMb5wWI""",depressed,sad,"Which depressed bitch went out today and is working on functioning? It me. Here’s a picture of my pothos plant, he’s also depressed but that’s because it’s cold. https://t.co/X3NrMb5wWI",depressed
8767,"Tweet #61:  kentang tweeted ""  Dhiindaaa:  jiemiardian some people just dont get it how it feels to be depressed""",depressed,sad,  Dhiindaaa:  jiemiardian some people just dont get it how it feels to be depressed,depressed
8768,"Tweet #62:  Light Yagami tweeted "" _ForeverAleza Hell yea I feel you. But then again it’s just one of a million other things I’m depressed about and def on the bottom of that list lol 😩""",depressed,sad, _ForeverAleza Hell yea I feel you. But then again it’s just one of a million other things I’m depressed about and def on the bottom of that list lol 😩,depressed
8769,"Tweet #63:  adnie tweeted ""  itsnisrin: My bestfriend and I are depressed. https://t.co/9XEVrPe0XQ""",depressed,sad,  itsnisrin: My bestfriend and I are depressed. https://t.co/9XEVrPe0XQ,depressed
8770,"Tweet #64:  Esquilo tweeted ""Mom: you can’t just sleep for almost 19 hours every day My depressed ass: https://t.co/k5jGodXbiu""",depressed,sad,Mom: you can’t just sleep for almost 19 hours every day My depressed ass: https://t.co/k5jGodXbiu,depressed
8771,"Tweet #65:  mucho masturbation tweeted ""  jronrescue: since im still depressed from #AvengersEndgame i present to you tumblr text posts, marvel edition""",depressed,sad,"  jronrescue: since im still depressed from #AvengersEndgame i present to you tumblr text posts, marvel edition",depressed
8772,"Tweet #66:  __Differ tweeted ""  Itz_shamsuddeen: Most Somali sheikhs have incredible voices when reciting Quran and they have a different way of reciting and it’s so r…""",depressed,sad,  Itz_shamsuddeen: Most Somali sheikhs have incredible voices when reciting Quran and they have a different way of reciting and it’s so r…,depressed
8773,"Tweet #67:  vero tweeted ""  ElloSteph: Am I Anxious Because I’m Depressed, Or Am I Depressed Because I’m Anxious: A narration of millennial mental health Written…""",depressed,sad,"  ElloSteph: Am I Anxious Because I’m Depressed, Or Am I Depressed Because I’m Anxious: A narration of millennial mental health Written…",depressed
8774,"Tweet #68:  RAVI BHUSHAN tweeted ""  Sakshi60681171:  RanjanGogoiCJI this is the judiciary system of INDIA where just because of 11 unqualified candidates!!  All 10,000+ qu…""",depressed,sad,"  Sakshi60681171:  RanjanGogoiCJI this is the judiciary system of INDIA where just because of 11 unqualified candidates!!  All 10,000+ qu…",depressed
8775,"Tweet #69:  ♤ tweeted "" Littlemisarcasm  marcoweezie Reason i nearly get depressed in every game... i talk alot 😂""",depressed,sad, Littlemisarcasm  marcoweezie Reason i nearly get depressed in every game... i talk alot 😂,depressed
8776,"Tweet #70:  Cait tweeted ""  magicallymanny: After the class scored an average of 50% on a midterm last semester our chemistry professor said “I know you’re all sad…""",depressed,sad,  magicallymanny: After the class scored an average of 50% on a midterm last semester our chemistry professor said “I know you’re all sad…,depressed
8777,"Tweet #71:  J a y c e e✨👑 tweeted ""  crisycho: Here’s a reminder that my inbox is always open when you’re feeling lonely, depressed, suicidal or want someone to celebrate y…""",depressed,sad,"  crisycho: Here’s a reminder that my inbox is always open when you’re feeling lonely, depressed, suicidal or want someone to celebrate y…",depressed
8778,"Tweet #72:  Onyemekara💫 tweeted ""  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…""",depressed,sad,  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…,depressed
8779,"Tweet #73:  Michael Earnshaw tweeted "" Asael_Ruvalcaba  fit_leaders  RyanBJackson1  elemz5  LSkae  santiagoAM115  mmurphy1964  matthew_arend  RLermaHcisd  ValChavez2018  vicking02  PrincipalSJV Agree! I haven't gotten a workout in the past 3 days, & have grabbed junk to eat when in a bind. I've felt slow, lazy, unmotivated, & depressed. My Ss, staff, & family don't deserve that me. I DON'T DESERVE THAT ME! Hence why I'm up now, gearing up for a run!""",depressed,sad," Asael_Ruvalcaba  fit_leaders  RyanBJackson1  elemz5  LSkae  santiagoAM115  mmurphy1964  matthew_arend  RLermaHcisd  ValChavez2018  vicking02  PrincipalSJV Agree! I haven't gotten a workout in the past 3 days, & have grabbed junk to eat when in a bind. I've felt slow, lazy, unmotivated, & depressed. My Ss, staff, & family don't deserve that me. I DON'T DESERVE THAT ME! Hence why I'm up now, gearing up for a run!",depressed
8780,"Tweet #74:  no tu promedio 🎯✨ tweeted ""  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…""",depressed,sad,  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…,depressed
8781,"Tweet #75:  spos apologist Adam tweeted ""[immensely depressed yeehaw in memorium of the Stars]""",depressed,sad,[immensely depressed yeehaw in memorium of the Stars],depressed
8782,"Tweet #76:  Moe_akuboh tweeted "" kumarrishav66  Skinnyboi__  MPBFirmino9  SuePeace1  DCFloridaChick  AnnelizaWalsh78  AnnalyseSikora  HotActionKop  YNWAruben  _Sophayyyy  RedDeb04  FaIse9Firmino  hardikreds17 Yeah mate so ignore him he’s hu really hu I no he’s depressed I pray someone is there with him🙏🏾""",depressed,sad, kumarrishav66  Skinnyboi__  MPBFirmino9  SuePeace1  DCFloridaChick  AnnelizaWalsh78  AnnalyseSikora  HotActionKop  YNWAruben  _Sophayyyy  RedDeb04  FaIse9Firmino  hardikreds17 Yeah mate so ignore him he’s hu really hu I no he’s depressed I pray someone is there with him🙏🏾,depressed
8783,"Tweet #77:  Karabo Maseko tweeted ""  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…""",depressed,sad,  realseanaddison: Upset - John 14Weak - Psalm 18:1-29Lonely - Psalm 23Sinned - Psalm 51Worried - Matthew 8:18-31Anxious - Philippia…,depressed
8784,"Tweet #78:  MissContrary tweeted ""  ThatGuyHaf: Telling a depressed person to be happy because they are loved is like telling someone with asthma to breathe because there…""",depressed,sad,  ThatGuyHaf: Telling a depressed person to be happy because they are loved is like telling someone with asthma to breathe because there…,depressed
8785,"Tweet #79:  Rahul Singh tweeted ""  Sakshi60681171:  RanjanGogoiCJI this is the judiciary system of INDIA where just because of 11 unqualified candidates!!  All 10,000+ qu…""",depressed,sad,"  Sakshi60681171:  RanjanGogoiCJI this is the judiciary system of INDIA where just because of 11 unqualified candidates!!  All 10,000+ qu…",depressed
8786,"Tweet #80:  نــادِ علـــــی❥ tweeted ""  _AsHZaiB_: ~There is nothing beloved to shaytaan than a depressed believer~  #RamadanKareem https://t.co/ccd0mrRCJX""",depressed,sad,  _AsHZaiB_: ~There is nothing beloved to shaytaan than a depressed believer~  #RamadanKareem https://t.co/ccd0mrRCJX,depressed
8787,"Tweet #81:  Elsa isselee tweeted ""  itsnisrin: My bestfriend and I are depressed. https://t.co/9XEVrPe0XQ""",depressed,sad,  itsnisrin: My bestfriend and I are depressed. https://t.co/9XEVrPe0XQ,depressed
8788,"Tweet #1:  democratic ""get rid of nazis"" socialist tweeted ""  ahmadf_o: It saddens me that I was terribly wrong about Coutinho. After showing hints of doing well, he was truly eaten up. Very sad tr…""",very sad,sad,get rid of nazis,very sad
8789,"Tweet #2:  Ahmad tweeted ""  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…""",very sad,sad,  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…,very sad
8790,"Tweet #3:  Lorenzo Miniero tweeted ""Too bad my attempt to steal  BillBailey's idea and turn that happy song to a minor key and make it very sad was broken by a single note I forgot to translate! 😭 https://t.co/oVXOo3JrhZ""",very sad,sad,Too bad my attempt to steal  BillBailey's idea and turn that happy song to a minor key and make it very sad was broken by a single note I forgot to translate! 😭 https://t.co/oVXOo3JrhZ,very sad
8791,"Tweet #4:  Ogunleye Theresa Ade tweeted ""  ogundamisi: Unexpected and very sad news. I wish  PeterObi a quick recovery. BREAKING: Peter Obi Suffers Hea Attack, Admitted In An…""",very sad,sad,"  ogundamisi: Unexpected and very sad news. I wish  PeterObi a quick recovery. BREAKING: Peter Obi Suffers Hea Attack, Admitted In An…",very sad
8792,"Tweet #5:  Ekta Dasi tweeted ""  RASunaii: #LahoreBlast in Pakistan's Lahor is very sad incident 😢😢But why we not understanding that God is on eah who can save us…""",very sad,sad,  RASunaii: #LahoreBlast in Pakistan's Lahor is very sad incident 😢😢But why we not understanding that God is on eah who can save us…,very sad
8793,"Tweet #6:  Nie dieded tweeted "" pettymoroccan We had our hopes up way too high thinking they had learned their lesson from last year ... we were wrong, we were so very wrong. Sad shit .. also, fuck valverde""",very sad,sad," pettymoroccan We had our hopes up way too high thinking they had learned their lesson from last year ... we were wrong, we were so very wrong. Sad shit .. also, fuck valverde",very sad
8794,"Tweet #7:  TOMMY LEWIS tweeted "" SkySposNews  OfficialBWFC After what I witnessed last night with my team I feel so sorry for the club and fans great club very sad hope they bounce back YNWA""",very sad,sad, SkySposNews  OfficialBWFC After what I witnessed last night with my team I feel so sorry for the club and fans great club very sad hope they bounce back YNWA,very sad
8795,"Tweet #8:  Damilaré tweeted ""This is the rubbish & foolishness you get when you hire the wrong person (a boxing analyst) to speak on a spo he knows nothing about. Very Sad. https://t.co/mIuWnbdgR6""",very sad,sad,This is the rubbish & foolishness you get when you hire the wrong person (a boxing analyst) to speak on a spo he knows nothing about. Very Sad. https://t.co/mIuWnbdgR6,very sad
8796,"Tweet #9:  seaeagle tweeted "" itsmyliffe2004 Very sad""",very sad,sad, itsmyliffe2004 Very sad,very sad
8797,"Tweet #10:  Hammad Nabi Khan tweeted ""  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…""",very sad,sad,  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…,very sad
8798,"Tweet #11:  Arsalan Siddiqui tweeted ""Very sad after hear this news.#LahoreBlast""",very sad,sad,Very sad after hear this news.#LahoreBlast,very sad
8799,"Tweet #12:  Damilaré tweeted "" stephenasmith  Bahaa_Fresh This is the rubbish & foolishness you get when you hire the wrong person (a boxing analyst) to speak on a spo he knows nothing about. Very Sad.""",very sad,sad, stephenasmith  Bahaa_Fresh This is the rubbish & foolishness you get when you hire the wrong person (a boxing analyst) to speak on a spo he knows nothing about. Very Sad.,very sad
8800,"Tweet #13:  mowgli tweeted ""How very sad""",very sad,sad,How very sad,very sad
8801,"Tweet #14:  Ch.Gulfam Aslam tweeted ""  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…""",very sad,sad,  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…,very sad
8802,"Tweet #15:  Bob Golding tweeted ""Very sad. R.I.P https://t.co/pGJzEMx64q""",very sad,sad,Very sad. R.I.P https://t.co/pGJzEMx64q,very sad
8803,"Tweet #16:  sass tweeted ""  buffyusuke: Mishima has been an unemployed clown for months now and keeps sitting outside Big Bang with a sign asking for ""spare coochi…""",very sad,sad,  buffyusuke: Mishima has been an unemployed clown for months now and keeps sitting outside Big Bang with a sign asking for ,very sad
8804,"Tweet #17:  Far tweeted ""  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…""",very sad,sad,  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…,very sad
8805,"Tweet #18:  Arun Parmanand  Shukla tweeted "" PritishNandy very sad wt you said""hoh"" about Ram & also first time I came to know that you are a Bengali https://t.co/jnEDbptlcv""",very sad,sad, PritishNandy very sad wt you said,very sad
8806,"Tweet #19:  Arwenevenstar tweeted "" Union_Jacky  LadyMercia Wish I was as positive as you. That spirit which defended UK before is not very evident now.Yes..amongst older people but it's a waiting game. Once they are gone it will be a fast track to the light brown homogeneity that we see encouraged on every adve nightly. All very sad.""",very sad,sad, Union_Jacky  LadyMercia Wish I was as positive as you. That spirit which defended UK before is not very evident now.Yes..amongst older people but it's a waiting game. Once they are gone it will be a fast track to the light brown homogeneity that we see encouraged on every adve nightly. All very sad.,very sad
8807,"Tweet #20:  fifa_king👑 tweeted ""  barcacentre: Suárez: ""We are very sad, very hu.""""",very sad,sad,  barcacentre: Suárez: ,very sad
8808,"Tweet #21:  Manu Maheshwari tweeted ""  atahasnain53: Ok, 2nd term exercise. I was Bhadraj Check Pt DS for 5 terms. These boys may have made a navig error, otherwise route to…""",very sad,sad,"  atahasnain53: Ok, 2nd term exercise. I was Bhadraj Check Pt DS for 5 terms. These boys may have made a navig error, otherwise route to…",very sad
8809,"Tweet #22:  fadra tedesco tweeted ""  MEwarrior_au: A FB post today asked if anyone thinks we will have a cure soon. The answers left me feeling very sad, because they confi…""",very sad,sad,"  MEwarrior_au: A FB post today asked if anyone thinks we will have a cure soon. The answers left me feeling very sad, because they confi…",very sad
8810,"Tweet #23:  marco tweeted ""  jyrhighness: If my husband don’t sing one less lonely girl 4 me I would b very sad. https://t.co/rG49olNZ4k""",very sad,sad,  jyrhighness: If my husband don’t sing one less lonely girl 4 me I would b very sad. https://t.co/rG49olNZ4k,very sad
8811,"Tweet #24:  franz enzenhofer 👾 tweeted ""There was a boy A very strange enchanted boy They say he wandered very far, very far Over land and sea A little shy and sad of eye But very wise was he""",very sad,sad,"There was a boy A very strange enchanted boy They say he wandered very far, very far Over land and sea A little shy and sad of eye But very wise was he",very sad
8812,"Tweet #25:  May20th #NewMusic drops tweeted ""This day time last year, I had a very sad and horrific experience with FSARS. I remember because the day before I was a guest on TVC’s ’Wake Up Nigeria’ show.Cc  TVCconnect#EndSARSThis is a thread https://t.co/0U6XXkgA2S""",very sad,sad,"This day time last year, I had a very sad and horrific experience with FSARS. I remember because the day before I was a guest on TVC’s ’Wake Up Nigeria’ show.Cc  TVCconnect#EndSARSThis is a thread https://t.co/0U6XXkgA2S",very sad
8813,"Tweet #26:  Ali tweeted ""  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…""",very sad,sad,  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…,very sad
8814,"Tweet #27:  Please Play Hatoful tweeted ""Nageki: A very sad and delicate boy?  No, he's got sass out the ass.""",very sad,sad,"Nageki: A very sad and delicate boy?  No, he's got sass out the ass.",very sad
8815,"Tweet #28:  Nonyme Fa tweeted ""On a sad side note, men found it very awkward to dance with my male paner whereas no woman found it awkward to dance with me. And my paner got womansplained by the other female leaders that a male role is to lead. (2019 !!!)""",very sad,sad,"On a sad side note, men found it very awkward to dance with my male paner whereas no woman found it awkward to dance with me. And my paner got womansplained by the other female leaders that a male role is to lead. (2019 !!!)",very sad
8816,"Tweet #29:  julie teoh tweeted ""  jyrhighness: If my husband don’t sing one less lonely girl 4 me I would b very sad. https://t.co/rG49olNZ4k""",very sad,sad,  jyrhighness: If my husband don’t sing one less lonely girl 4 me I would b very sad. https://t.co/rG49olNZ4k,very sad
8817,"Tweet #30:  Fouzan Khan tweeted ""  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…""",very sad,sad,  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…,very sad
8818,"Tweet #31:  I am an Agent of Transformation tweeted ""  SethTerkper: Very sad devt, for me who got close to Ghana's media as VAT National Coordinator & Minister under HEs Prof Mills & Mahama…""",very sad,sad,"  SethTerkper: Very sad devt, for me who got close to Ghana's media as VAT National Coordinator & Minister under HEs Prof Mills & Mahama…",very sad
8819,"Tweet #32:  Noman. tweeted ""  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…""",very sad,sad,  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…,very sad
8820,"Tweet #33:  Ali tweeted ""  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…""",very sad,sad,  Godmade__: A very sad day for Police & Pakistan5 policemen embraced mayrdom in lahore blastAn ASI has been mayred and 2 policemen…,very sad
8821,"Tweet #34:  Robin schneider tweeted "" shayne_chester  samanthamaiden He was Spinning a line about sad and sorry downtrodden mother battling life’s hardships to look human that’s all he never told the full story because he’s shifty dodgy tells lies and tries his very best to suck up to ever he can""",very sad,sad, shayne_chester  samanthamaiden He was Spinning a line about sad and sorry downtrodden mother battling life’s hardships to look human that’s all he never told the full story because he’s shifty dodgy tells lies and tries his very best to suck up to ever he can,very sad
8822,"Tweet #35:  Lynnette Fine tweeted "" realDonaldTrump Yes, very sad. I think you will be reelected and the Democrats are just too scared to admit it.""",very sad,sad," realDonaldTrump Yes, very sad. I think you will be reelected and the Democrats are just too scared to admit it.",very sad
